,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
785,40,1492,4,61,3,3,4,10322,0,4,14,6,11,10,11,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12787413,213.34545836554122,22021
786,27,1277,5,87,1,1,3,4621,0,3,3,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5724727,120.94561704172578,5588
787,55,1091,1,65,3,3,2,10976,0,3,23,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13597621,170.24993988306827,18686
788,28,857,3,59,3,2,3,3660,0,3,10,4,8,7,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4534192,172.7194251535002,6321
789,44,1376,2,91,2,3,1,10482,0,3,24,1,20,6,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12985629,194.1815496312727,20354
790,33,654,3,34,2,3,4,7119,0,3,9,2,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8819376,174.18657172503936,12400
791,35,1204,3,86,3,3,1,9582,1,4,9,2,8,7,4,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11870664,217.954702320257,20884
792,33,827,4,54,2,2,3,4508,0,4,14,4,13,7,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5584737,190.4381335118863,8584
793,28,895,2,50,3,1,3,2207,0,3,4,5,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2734143,153.73659948429832,3392
794,34,618,1,45,3,2,4,7756,0,3,7,1,6,2,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9608523,168.31115475128357,13054
795,37,309,4,88,2,2,4,6694,1,3,8,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8292864,153.06678126329376,10246
796,25,1219,1,32,3,1,4,3691,1,3,7,3,7,7,5,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4572597,169.3790027635067,6251
797,26,1330,3,37,3,1,3,2377,0,4,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2944747,144.7749963687927,3441
798,33,1017,3,55,2,1,2,2313,1,4,5,0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2865461,153.81297140862006,3557
799,42,469,2,35,3,4,1,17665,0,3,23,3,22,6,13,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21884291,246.22367340734698,43495
800,28,1009,3,45,2,1,2,2596,0,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3216056,119.15978269979988,3093
801,50,959,4,81,3,2,3,4728,1,3,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5857284,160.40610443753474,7584
802,33,970,3,30,3,2,2,4302,0,3,4,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5329534,153.0572166478169,6584
803,34,697,4,40,2,1,4,2979,0,3,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3690535,120.28854223961518,3583
804,48,1262,4,35,4,4,4,16885,0,4,27,3,5,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20917988,237.85574632093727,40161
805,45,1050,4,65,2,2,3,5593,0,3,15,2,15,10,4,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6928890,185.72141929242554,10387
806,52,994,4,87,3,3,2,10445,0,3,18,4,8,6,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12939792,186.81191677351208,19512
807,38,770,4,73,2,3,3,8740,1,3,9,2,8,7,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10827552,189.43322770159244,16556
808,29,1107,4,93,3,1,4,2514,0,4,11,1,7,5,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3114470,170.4307640135695,4284
809,28,950,3,93,3,3,2,7655,0,3,10,3,9,7,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9483399,186.2239809101011,14255
810,46,406,1,52,3,4,3,17465,0,3,23,3,12,9,4,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21636521,215.60039155321607,37654
811,38,130,2,32,3,3,2,7351,0,3,10,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9106789,176.1415664223019,12948
812,43,1082,3,83,3,3,1,10820,0,3,18,1,8,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13404361,192.88415127829174,20870
813,39,203,3,84,3,4,4,12169,0,3,21,4,18,7,11,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15075570,232.72572930931682,28320
814,40,1308,3,44,2,5,3,19626,0,3,21,2,20,7,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24313677,257.43163119763557,50523
815,21,984,1,70,2,1,2,2070,1,3,2,6,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2564420,137.3717036345745,2843
816,39,439,3,70,3,2,2,6782,0,3,9,2,5,4,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8401883,177.0035960303249,12004
817,36,217,4,78,3,2,4,7779,0,4,18,0,11,9,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9637017,203.05393722964504,15795
818,31,793,3,67,4,1,4,2791,0,3,3,4,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3457631,157.71175875388636,4401
819,28,1451,1,67,2,1,2,3201,0,3,6,2,5,3,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3965560,144.6122813480484,4629
820,35,1182,2,54,3,2,4,4968,0,3,5,3,5,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6154609,159.48893933480434,7923
821,49,174,4,56,2,4,2,13120,0,3,22,3,9,8,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16253717,207.70155775557333,27250
822,34,1003,2,95,3,2,3,4033,0,3,5,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4996283,162.51613099492693,6554
823,29,490,3,61,3,1,2,3291,0,3,8,2,7,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4077056,155.58516233505622,5120
824,42,188,3,56,1,2,4,4272,0,3,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5292369,133.66657102498684,5710
825,29,718,1,79,2,2,4,5056,1,3,10,2,10,7,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6263627,182.8683834086144,9245
826,38,433,3,37,4,1,3,2844,0,3,7,2,7,6,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3523290,171.6710603933134,4882
827,28,773,3,39,2,1,3,2703,1,3,3,2,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3348612,136.89386110798475,3700
828,18,247,1,80,3,1,3,1904,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2358771,137.95008051161176,2626
829,33,603,4,77,3,2,1,8224,1,3,6,3,5,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10188305,181.106237356565,14894
830,41,167,4,46,3,1,4,4766,1,3,6,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5904361,143.60369880601075,6844
831,31,874,3,72,3,1,3,2610,0,3,2,5,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3233399,141.57438246069864,3695
832,37,367,2,52,2,2,4,5731,0,3,9,2,6,2,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7099851,163.11027530095632,9347
833,27,199,3,55,2,1,3,2539,0,3,4,0,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3145441,131.85983528134597,3347
834,34,1400,1,70,3,2,3,5714,0,4,6,3,6,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7078791,204.04450827903656,11659
835,35,528,4,100,3,1,3,4323,0,3,6,2,5,4,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5355550,155.7317853838941,6732
836,29,408,1,45,2,3,1,7336,0,3,11,3,11,8,3,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9088206,179.2067708819765,13146
837,40,593,4,88,3,3,3,13499,0,3,20,3,18,7,2,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16723241,210.73737883494778,28447
838,42,481,3,44,3,4,1,13758,1,3,22,2,21,9,13,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17044103,247.21601945549244,34011
839,42,647,4,45,3,2,1,5155,0,3,9,3,6,4,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6386274,168.4099040306014,8681
840,35,982,4,58,2,1,3,2258,0,3,10,2,8,0,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2797324,142.14801016731607,3209
841,24,477,3,49,3,1,2,3597,0,4,6,2,4,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4456145,164.2190844829707,5906
842,28,1485,1,79,3,1,4,2515,1,3,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3115709,139.93948525725887,3519
843,26,1384,4,82,4,1,4,4420,0,4,8,2,8,7,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5475719,186.8348527425885,8258
844,30,852,3,72,2,2,3,6578,0,3,10,3,10,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8149158,159.3055580974044,10479
845,40,902,2,92,2,2,4,4422,1,3,16,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5478196,155.7507683587777,6887
846,35,819,3,44,2,3,2,10274,0,3,15,2,7,7,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12727948,173.45924600154535,17821
847,34,669,3,97,2,2,1,5343,0,4,14,3,13,9,4,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6619177,196.59895281983202,10504
848,35,636,4,47,2,1,4,2376,0,3,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2943508,137.37441740281594,3264
849,43,1372,3,85,1,2,3,5346,0,3,7,2,4,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6622894,142.5357982987726,7619
850,32,862,1,76,3,1,1,2827,0,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3502230,123.91972118951082,3503
851,56,718,4,92,3,5,1,19943,0,3,28,2,5,2,4,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,24706392,221.27636228234365,44129
852,29,1401,1,54,3,1,4,3131,0,3,10,5,10,8,0,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3878840,170.3801894786868,5334
853,19,645,2,54,3,1,1,2552,0,4,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3161546,149.24301441164,3808
854,45,1457,3,83,3,1,3,4477,1,3,7,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5546333,163.76330607585126,7331
855,37,977,3,56,2,2,4,6474,0,3,14,2,14,8,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8020317,174.82809645927077,11318
856,20,805,3,87,2,1,3,3033,0,3,2,2,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3757433,131.14758928401514,3977
857,44,1097,4,96,3,1,3,2936,1,3,6,4,6,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3637265,162.09565457044977,4759
858,53,1223,2,50,3,5,3,18606,0,3,26,6,7,7,4,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23050050,217.24962394817152,40421
859,29,942,1,69,1,1,4,2168,1,3,6,2,5,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2685828,148.06332154102816,3210
860,22,1256,4,48,2,1,4,2853,1,3,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3534440,142.51901595679197,4066
861,46,1402,3,69,3,4,1,17048,0,4,28,2,26,15,15,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21119921,261.4931443919033,44579
862,44,111,3,74,1,1,3,2290,0,3,6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2836967,125.45375827472468,2872
863,33,147,3,99,3,1,3,3600,0,3,5,2,5,4,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4459861,161.13173509448026,5800
864,41,906,2,95,2,1,1,2107,0,3,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2610258,131.54421485696605,2771
865,30,1329,4,61,3,2,1,4115,0,3,8,3,4,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5097869,159.729026036595,6572
866,40,1184,4,62,3,2,2,4327,0,3,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5360505,131.71536228921727,5699
867,50,1421,3,30,3,4,1,17856,0,4,32,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22120912,204.39274783211096,36496
868,28,1179,4,78,2,1,1,3196,0,3,6,2,6,5,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3959366,152.8839043515701,4886
869,46,1450,2,52,3,5,2,19081,0,3,25,2,4,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23638503,222.05458864215225,42370
870,35,1361,4,94,3,2,1,8966,1,3,15,2,7,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11107532,166.8123150039752,14956
871,24,984,2,97,3,1,2,2210,0,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2737859,141.79834581085703,3133
872,33,1146,3,82,3,2,3,4539,0,3,10,3,10,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5623142,172.05401002820838,7809
873,36,917,4,60,1,1,3,2741,0,3,7,4,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3395689,151.79046002314817,4160
874,30,853,4,49,3,2,3,3491,0,3,10,4,10,7,8,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4324827,181.96541414554835,6352
875,44,200,4,32,3,2,4,4541,0,4,20,3,20,11,13,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5625619,227.74028724495275,10341
876,20,654,3,43,4,1,4,2678,0,3,2,2,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3317641,144.15678909156605,3860
877,46,150,4,60,3,2,4,7379,0,3,12,3,6,3,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9141477,165.2452695019771,12193
878,42,179,5,79,4,2,1,6272,0,3,10,3,4,3,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7770069,184.99464341777457,11602
879,60,696,4,52,4,2,4,5220,1,3,12,3,11,7,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6466799,199.34930931768082,10406
880,32,116,3,77,2,1,2,2743,0,4,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3398167,130.55316654122683,3581
881,32,1316,2,38,3,2,3,4998,1,3,10,2,8,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6191774,187.38389528558474,9365
882,36,363,3,77,1,3,1,10252,1,4,17,2,7,7,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12700694,198.60814832482188,20361
883,33,117,3,60,3,1,4,2781,0,3,15,5,14,10,4,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3445243,161.70046473587553,4496
884,40,107,3,84,2,2,2,6852,0,3,7,2,5,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8488603,148.98525903135072,10208
885,25,1356,4,57,3,2,4,4950,0,3,5,4,4,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6132309,162.7264112168307,8054
886,30,1465,3,63,3,1,2,3579,1,4,12,2,11,9,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4433845,191.48267500290228,6853
887,42,458,5,60,3,3,1,13191,1,3,20,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16341675,175.70350696531023,23177
888,35,1212,2,78,2,3,4,10377,1,3,16,6,13,2,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12855550,213.63658134320806,22169
889,27,1103,3,42,3,1,1,2235,1,3,9,3,9,7,6,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2768831,164.59001387238195,3678
890,54,966,4,53,3,3,3,10502,0,3,33,2,5,4,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13010406,182.055648952692,19119
891,44,1117,1,72,4,1,4,2011,0,3,10,5,10,5,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2491328,168.33931754569153,3385
892,19,504,3,96,2,1,2,1859,1,4,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2303023,160.71422645352874,2987
893,29,1010,3,97,3,1,4,3760,0,3,3,5,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4658077,146.6004837274602,5512
894,54,685,3,85,3,4,4,17779,0,3,36,2,10,9,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22025520,209.14725652838075,37184
895,31,1332,2,80,3,2,1,6833,1,3,6,2,6,5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8465064,197.53150660585226,13497
896,31,1062,3,96,2,2,1,6812,0,3,10,2,10,9,1,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8439049,176.32681229204726,12011
897,59,326,3,48,2,2,4,5171,0,3,13,2,6,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6406095,166.0345030830623,8585
898,43,920,3,96,1,5,4,19740,0,3,25,2,8,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24454906,212.19284114845732,41886
899,49,1098,2,85,2,5,3,18711,0,3,23,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23180129,198.3151962714822,37106
900,36,469,3,46,3,1,2,3692,0,3,12,2,11,10,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4573835,167.6039440889875,6187
901,48,969,2,76,4,1,2,2559,0,3,7,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3170218,161.01240547028928,4120
902,27,1167,2,76,3,1,3,2517,0,3,5,2,5,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3118186,152.08047761288645,3827
903,29,1329,3,82,3,2,4,6623,1,3,6,2,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8204906,183.6574771753512,12163
904,48,715,3,76,2,5,4,18265,0,3,25,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22627602,210.8173832262451,38505
905,29,694,3,87,2,4,4,16124,0,3,9,2,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19975223,193.9227246693977,31268
906,34,1320,3,89,4,1,3,2585,0,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3202428,143.39287969512603,3706
907,44,1099,3,88,3,5,2,18213,0,3,26,5,22,9,3,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22563181,264.93513399730483,48252
908,33,536,5,82,4,3,3,8380,1,3,10,3,9,8,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10381566,209.74995973454597,17577
909,19,265,3,57,4,1,4,2994,1,3,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3709118,154.60561598813035,4628
910,23,373,2,47,3,1,3,1223,0,4,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1515114,160.47203775648856,1962
911,25,599,1,73,1,1,4,1118,1,3,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1385035,131.51961277727662,1470
912,26,583,2,53,3,1,4,2875,1,4,8,2,8,5,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3561695,183.61094316947054,5278
913,45,1449,3,94,1,5,2,18824,1,3,26,2,24,10,1,11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23320119,242.92592035825268,45728
914,55,177,1,37,2,4,2,13577,1,3,34,3,33,9,15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16819871,273.2851336583081,37103
915,21,251,2,45,2,1,3,2625,0,4,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3251982,133.6664227119536,3508
916,46,168,2,33,2,5,2,18789,0,3,26,2,11,4,0,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23276759,218.77568526650447,41105
917,34,131,3,86,3,2,1,4538,1,3,4,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5621903,179.28455975625886,8135
918,51,237,3,83,3,5,2,19847,1,4,31,5,29,10,11,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24587463,303.55068843149996,60245
919,59,1429,4,67,3,3,4,10512,0,3,25,6,9,7,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13022795,187.13901010991214,19672
920,34,135,3,46,3,2,2,4444,0,3,15,2,11,8,5,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5505451,185.69203335150786,8252
921,28,791,4,44,3,1,3,2154,1,3,5,2,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2668484,153.80520648891,3312
922,44,1199,2,92,4,5,1,19190,0,3,26,4,25,9,14,13,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23773538,281.07036402839196,53937
923,34,648,3,56,2,2,2,4490,0,3,14,5,10,9,1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5562438,162.2987904093325,7287
924,35,735,1,66,3,1,3,3506,1,3,4,3,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4343409,159.98722011210435,5609
925,42,603,4,78,4,2,2,2372,1,3,18,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2938553,163.26190645056727,3872
926,43,531,4,56,2,3,4,10231,0,3,23,3,21,7,15,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12674678,215.51907091114907,22049
927,36,429,4,53,3,2,2,5410,1,3,18,2,16,14,5,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6702180,199.43954001261383,10789
928,44,621,3,73,3,3,4,7978,0,3,10,2,10,7,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9883548,204.75829302550935,16335
929,28,193,3,52,2,1,4,3867,1,3,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4790634,148.70725229560153,5750
930,51,968,2,40,2,1,3,2838,0,3,8,6,7,0,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3515857,146.95769168234605,4170
931,30,879,2,72,3,2,3,4695,1,3,10,3,8,4,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5816402,195.9424843081368,9199
932,29,806,3,39,3,1,3,3339,1,3,10,2,7,7,7,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4136521,165.1504906318175,5514
933,28,640,3,84,3,1,1,2080,0,3,5,2,3,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2576809,144.4622789852946,3004
934,25,266,3,40,3,1,2,2096,0,3,2,3,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2596630,157.4723518894817,3300
935,32,604,3,56,4,2,4,6209,0,3,10,4,10,7,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7692022,178.68514580214637,11094
936,45,364,3,83,3,5,2,18061,0,4,22,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22374876,224.89109003640078,40617
937,39,412,4,94,2,4,2,17123,1,3,21,4,19,9,15,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21212834,225.60218880083534,38629
938,58,848,4,88,3,1,3,2372,0,3,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2938553,137.29372105541339,3256
939,32,1089,2,79,3,2,3,4883,0,3,10,3,10,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6049306,169.65640035008525,8284
940,39,360,3,93,3,1,1,3904,0,3,6,2,5,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4836472,145.05078391878536,5662
941,30,1138,3,48,2,2,4,4627,0,3,10,6,9,2,6,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5732161,165.80171525560993,7671
942,36,325,4,63,3,3,3,7094,0,3,10,0,7,7,1,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8788404,183.17383561917262,12994
